"日付","トランザクションの種類","注文番号","商品の詳細","商品価格合計","プロモーション割引合計","Amazon手数料","その他","合計 (JPY)"
"2025/5/21","注文に対する支払い","250-2379580-8099828","メンズ スポーツ サンダル アウトドア 厚底 レジャー 作業 靴 外履き 室内 ...","2709","0","-903","241","2047"
"2025/5/20","注文に対する支払い","250-8923239-6862262","極彩色 東京卍リベンジャーズ Brilliant Full Color Edit...","777","0","-294","69","552"
"2025/5/20","サービス料金","1443508b-a97d-4fd6-85c8-5413f616f51d","","0","0","0","-66","-66"
"2025/5/20","注文に対する支払い","249-1525831-4651068","呪術廻戦 18 (ジャンプコミックス)","422","0","-230","37","229"
"2025/5/19","注文に対する支払い","249-0015184-0970240","メンズ レイン シューズ 防水 雨 園芸 農業 通勤 ショート丈 長靴 釣り 通...","2073","-207","-781","163","1248"
"2025/5/19","注文に対する支払い","250-1639790-5373453","極彩色 東京卍リベンジャーズ Brilliant Full Color Edit...","777","0","-294","69","552"
"2025/5/19","マーケットプレイス配送サービス","249-0949944-9206257","請求","-160","0","0","-16","-176"
"2025/5/19","サービス料金","1443508b-a97d-4fd6-85c8-5413f616f51d","","0","0","0","-132","-132"
"2025/5/18","注文に対する支払い","250-4696559-1839039","メンズ レイン シューズ 防水 雨 園芸 農業 通勤 ショート丈 長靴 釣り 通...","2073","0","-812","184","1445"
"2025/5/18","サービス料金","1443508b-a97d-4fd6-85c8-5413f616f51d","","0","0","0","-132","-132"
"2025/5/17","注文に対する支払い","503-7209917-1415056","ブラウス レディース スクエア ネック シャツ 長袖 ボリューム 襟なし 体型カ...","1436","0","-456","128","1108"
"2025/5/17","マーケットプレイス配送サービス","249-6934151-7227844","請求","-531","0","0","-53","-584"
"2025/5/17","返金","250-6653518-1031059","ブラウス レディース スクエア ネック シャツ 長袖 ボリューム 襟なし 体型カ...","-1436","0","124","-128","-1440"
"2025/5/17","サービス料金","1443508b-a97d-4fd6-85c8-5413f616f51d","","0","0","0","-132","-132"
"2025/5/15","注文に対する支払い","250-6653518-1031059","ブラウス レディース スクエア ネック シャツ 長袖 ボリューム 襟なし 体型カ...","1436","0","-456","128","1108"
"2025/5/15","注文に対する支払い","249-1447906-2659031","釣り 交換用 リール ハンドル 軽量 合金性 高耐久 パワー シングル パーツ ...","1436","0","-672","128","892"
"2025/5/15","注文に対する支払い","503-1071555-4675824","カーディガン レディース 7分袖 薄手 ロング丈 きれいめ レース 花柄 刺繍 ...","1618","0","-473","144","1289"
"2025/5/15","サービス料金","1443508b-a97d-4fd6-85c8-5413f616f51d","","0","0","0","-66","-66"
"2025/5/14","注文に対する支払い","250-3036713-2537420","ブラウス レディース スクエア ネック シャツ 長袖 ボリューム 襟なし 体型カ...","1436","0","-456","128","1108"
"2025/5/14","注文に対する支払い","250-3302091-2877419","最強ジャンプ 2023年 10 月号 [雑誌]","1118","0","-355","100","863"
"2025/5/13","注文に対する支払い","249-1282833-2509454","呪術廻戦 19 (ジャンプコミックス)","422","0","-230","37","229"
"2025/5/13","マーケットプレイス配送サービス","250-6477586-3797463","請求","-339","0","0","-34","-373"
"2025/5/13","注文に対する支払い","250-9732781-1789408","レディース スウェット 上下 セット トレーナー ジャージ 部屋着 ゆったり 無...","2436","0","-864","217","1789"
"2025/5/12","注文に対する支払い","503-7029144-2011816","メンズ スポーツ サンダル アウトドア 厚底 レジャー 作業 靴 外履き 室内 ...","2709","0","-694","241","2256"
"2025/5/12","注文に対する支払い","249-6295063-8867061","メンズ ジャージ 上下 セット半袖 ルームウェア 大きい ゆったり 無地 通気 ...","2618","0","-890","233","1961"
"2025/5/12","注文に対する支払い","249-6902441-5881440","レディース サンダル 厚底 スポーツ マジックテープ 幅広 立ち仕事 ランニング...","2709","0","-874","241","2076"
"2025/5/11","マーケットプレイス配送サービス","249-1525831-4651068","請求","-160","0","0","-16","-176"
"2025/5/11","マーケットプレイス配送サービス","250-8923239-6862262","請求","-160","0","0","-16","-176"
"2025/5/10","注文に対する支払い","249-2600404-8354243","レディース メッシュ シューズ ランニング トレーニング スポーツ 作業 軽量 ...","1436","0","-577","128","987"
"2025/5/10","注文に対する支払い","503-4128406-0069408","ブラウス レディース スクエア ネック シャツ 長袖 ボリューム 襟なし 体型カ...","1436","0","-456","128","1108"
"2025/5/10","注文に対する支払い","503-0960966-2263812","メンズ レイン シューズ 防水 雨 園芸 農業 通勤 ショート丈 長靴 釣り 通...","2073","0","-812","184","1445"
"2025/5/9","注文に対する支払い","250-5303534-0939849","メンズ ジャージ 上下 セット半袖 ルームウェア 大きい ゆったり 無地 通気 ...","2618","0","-890","233","1961"
"2025/5/9","注文に対する支払い","S03-8936168-6000660","メンズ デニム 作業着 ストレッチ スキニー 大きい サイズ パンツ ジーンズ ...","0","0","-678","0","-678"
"2025/5/8","注文に対する支払い","503-1473254-0364656","極彩色 東京卍リベンジャーズ Brilliant Full Color Edit...","777","0","-294","69","552"
"2025/5/7","注文に対する支払い","250-2745875-1457450","レディース ギャル コスプレ セクシー スカート デニム マイクロ ミニ かわい...","1800","0","-491","160","1469"
"2025/5/7","サービス料金","---","FBA保管手数料：","0","0","0","-37","-37"
"2025/5/6","注文に対する支払い","249-5396926-5394251","レディース ギャル コスプレ セクシー スカート デニム マイクロ ミニ かわい...","1709","0","-482","152","1379"
"2025/5/6","注文に対する支払い","503-6693187-5781450","極彩色 東京卍リベンジャーズ Brilliant Full Color Edit...","777","0","-294","69","552"
"2025/5/6","注文に対する支払い","250-7547407-2242256","レディース パーカー オーバーサイズ ハーフ ジップ ビッグシルエット スウェッ...","1364","0","-645","121","840"
"2025/5/6","注文に対する支払い","250-9699915-4737461","メンズ スポーツ サンダル アウトドア 厚底 レジャー 作業 靴 外履き 室内 ...","2709","0","-903","241","2047"
"2025/5/5","注文に対する支払い","503-0233879-1199038","レディース スウェット 上下 セット トレーナー ジャージ 部屋着 ゆったり 無...","2164","0","-721","192","1635"
"2025/5/5","マーケットプレイス配送サービス","249-1282833-2509454","請求","-160","0","0","-16","-176"
"2025/5/5","マーケットプレイス配送サービス","250-3302091-2877419","請求","-379","0","0","-38","-417"
"2025/5/5","注文に対する支払い","250-8780516-0202214","ビジネス バッグ メンズ 2WAY 大容量 軽量 撥水 パソコン 収納 就活 通...","3345","0","-832","298","2811"
"2025/5/3","注文に対する支払い","249-2890699-9259046","レディース ギャル コスプレ セクシー スカート デニム マイクロ ミニ かわい...","1709","0","-482","152","1379"
"2025/5/3","注文に対する支払い","250-8295245-6833433","極彩色 東京卍リベンジャーズ Brilliant Full Color Edit...","777","0","-294","69","552"
"2025/5/2","サービス料金","---","月額登録料：","0","0","-5390","0","-5390"
"2025/5/2","サービス料金","---","広告費用","0","0","-4727","0","-4727"
"2025/5/1","注文に対する支払い","249-8377633-5815062","レディース キャミ ワンピース 夏 薄手 ロング 肩ひも調整 マタニティ Aライ...","2227","0","-531","198","1894"
